,Unnamed: 0.1,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
554,554,Will Grigsby,1970-03-19,"Saint Paul, Minnesota, U.S.",flyweight/flyweight,5 ft 4 in (163 cm)[1],66 in (168 cm)[1],Orthodox,24,18.0,7.0,4.0,1.0,1.0,M,163.0,168.0,USA,American,Pisces,flyweight
555,555,Víctor Burgos,1974-04-10,"Copala, Sinaloa, Mexico",bantamweight/flyweight/flyweight,,,Orthodox,57,39.0,23.0,15.0,3.0,0.0,M,,,Mexico,Mexican,Aries,flyweight
556,556,Ulises Solís,1981-08-28,"Guadalajara, Jalisco, Mexico",bantamweight/bantamweight/flyweight/flyweight/flyweight,5 ft 3 in (160 cm),65 in (170 cm),Orthodox,41,35.0,22.0,3.0,3.0,0.0,M,160.0,170.0,Mexico,Mexican,Virgo,flyweight
557,557,Brian Viloria,1980-11-24,"Waipahu, Hawaii, U.S.",flyweight/flyweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,46,38.0,23.0,6.0,0.0,2.0,M,163.0,168.0,USA,American,Sagittarius,flyweight
558,558,Carlos Tamara,1983-03-15,,,1.65 m (5 ft 5 in),,,,,,,,,M,165.0,,,,Pisces,
559,559,Luis Alberto Lazarte,1971-03-04,"Mar del Plata, Argentina",flyweight/flyweight/flyweight/flyweight,5 ft 1 in (155 cm),,Orthodox,67,52.0,18.0,12.0,2.0,1.0,M,155.0,,Argentina,Argentine,Pisces,flyweight
560,560,Akira Yaegashi,1983-02-25,"Kitakami, Iwate, Japan",flyweight/flyweight/flyweight,5 ft 3 in (160 cm),65 in (165 cm),Orthodox,35,28.0,16.0,7.0,,,M,160.0,165.0,Japan,Japanese,Pisces,flyweight
561,561,Milan Melindo,1988-02-29,"Cagayan de Oro, Philippines",flyweight/flyweight/flyweight,5 ft 2 in (157 cm),65+1⁄2 in (166 cm),Orthodox,46,40.0,14.0,6.0,,,M,157.0,166.0,Philippines,Filipino,Pisces,flyweight
562,562,Ryoichi Taguchi,1986-12-01,"Tokyo, Japan",flyweight,5 ft 6 in (168 cm),67 in (170 cm),Orthodox,33,27.0,12.0,4.0,2.0,,M,168.0,170.0,Japan,Japanese,Sagittarius,flyweight
563,563,Felix Alvarado,1989-02-15,"Managua, Nicaragua",flyweight/flyweight,5 ft 4 in (163 cm),68 in (173 cm),Orthodox,43,39.0,34.0,4.0,,,M,163.0,173.0,Nicaragua,Nicaraguan,Aquarius,flyweight
564,564,Sivenathi Nontshinga,1998-12-03,"Newlands, Eastern Cape,South Africa",flyweight,5 ft 5 in (165 cm),67 in (170 cm),Orthodox,14,13.0,10.0,1.0,,,M,165.0,170.0,South Africa,South African,Sagittarius,flyweight
565,565,Adrian Curiel,1999-01-12,"Mexico City, Mexico",flyweight,5 ft 4 in (163 cm),,Orthodox,30,24.0,5.0,5.0,1.0,,M,163.0,,Mexico,Mexican,Capricorn,flyweight
566,566,Kyung-Yung Lee,1966-12-04,"Bonghwa, North Gyeongsang, South Korea",minimumweight,,,,23,20.0,8.0,3.0,,,M,,,South Korea,South Korean,Sagittarius,minimumweight
567,567,Samuth Sithnaruepol,1959-05-17,"Phaya Thai District, Bangkok, Thailand",flyweight,5 ft 3 in (160 cm),,Orthodox,48,34.0,18.0,12.0,2.0,0.0,M,160.0,,Thailand,Thai,Taurus,flyweight
568,568,Nico Thomas,1966-06-10,"Ambon, Indonesia",flyweight,,,,58,29.0,18.0,23.0,6.0,0.0,M,,,Indonesia,Indonesian,Gemini,flyweight
569,569,Fahlan Sakkreerin,1968-04-10,"Tambon Nong Pling, Amphoe Mueang Maha Sarakham, Maha Sarakham province, Thailand",flyweight/flyweight/flyweight,5 ft 3 in (160 cm),,Southpaw,58,54.0,23.0,4.0,0.0,0.0,M,160.0,,Thailand,Thai,Aries,flyweight
570,570,Manny Melchor,1969-03-14,"Mansalay, Philippines",flyweight,5 ft 3 in (160 cm),63+1⁄2 in (161 cm),Orthodox,79,38.0,6.0,35.0,6.0,,M,160.0,161.0,Philippines,Filipino,Pisces,flyweight
571,571,Ratanapol Sor Vorapin,1974-06-06,"Dan Khun Thot, Nakhon Ratchasima, Thailand",flyweight/flyweight/flyweight,1.62 m (5 ft 4 in),,Southpaw,68,59.0,48.0,8.0,1.0,,M,162.0,,Thailand,Thai,Gemini,flyweight
572,572,Zolani Petelo,1975-09-21,"Ibhayi, South Africa",minimumweight/flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,24,17.0,9.0,5.0,2.0,,M,168.0,173.0,South Africa,South African,Virgo,minimumweight
573,573,Roberto Carlos Leyva,1979-10-27,"Puerto Peñasco, Mexico",minimumweight/flyweight/flyweight/flyweight/bantamweight,5 ft 6 in (168 cm),66 in (168 cm),Southpaw,43,27.0,21.0,15.0,1.0,,M,168.0,168.0,Mexico,Mexican,Scorpio,minimumweight
574,574,Miguel Barrera,1978-11-15,"Canalete, Córdoba, Colombia",minimumweight,,,Orthodox,26,23.0,13.0,1.0,2.0,,M,,,Colombia,Colombian,Scorpio,minimumweight
575,575,Edgar Cárdenas,1974-09-16,"Villa Nicolás Romero, Distrito Federal, Mexico",bantamweight/flyweight/minimumweight,1.67 m (5 ft 6 in),178 cm (70 in),Orthodox,44,30.0,16.0,12.0,2.0,,M,167.0,177.8,Mexico,Mexican,Virgo,minimumweight
576,576,Muhammad Rachman,1971-12-23,"Merauke, Papua (present-day in South Papua), Indonesia",minimumweight/flyweight,5 ft 3 in (1.60 m),59 in (150 cm),Orthodox,83,65.0,35.0,13.0,5.0,,M,160.0,150.0,Indonesia,Indonesian,Capricorn,minimumweight
577,577,Florante Condes,1980-05-20,"Looc, Romblon, Philippines",minimumweight,5 ft 2 in (1.57 m),,Southpaw,38,27.0,23.0,10.0,1.0,,M,157.0,,Philippines,Filipino,Taurus,minimumweight
578,578,Katsunari Takayama,1983-05-12,"Osaka, Osaka Prefecture, Japan",flyweight/flyweight,1.58 m (5 ft 2 in),159 cm (63 in),Orthodox,43,33.0,12.0,9.0,,1.0,M,158.0,160.0,Japan,Japanese,Taurus,flyweight
579,579,Francisco Rodríguez Jr.,1993-07-10,"Monterrey, Nuevo León, Mexico",flyweight/flyweight/flyweight/flyweight/bantamweight,163 cm (5 ft 4 in),165 cm (65 in),Orthodox,44,37.0,25.0,6.0,1.0,,M,163.0,165.1,Mexico,Mexican,Cancer,flyweight
580,580,José Argumedo,1988-10-14,"Tepic, Nayarit, Mexico",flyweight/flyweight,5 ft 3 in (160 cm),64 in (163 cm),Orthodox,30,24.0,15.0,5.0,1.0,,M,160.0,163.0,Mexico,Mexican,Libra,flyweight
581,581,Hiroto Kyoguchi,1993-11-27,"Izumi, Osaka, Japan",flyweight/flyweight,5 ft 4 in (163 cm),64 in (163 cm),Orthodox,19,18.0,12.0,1.0,,,M,163.0,163.0,Japan,Japanese,Sagittarius,flyweight
582,582,Carlos Licona,1995-03-03,"Mexico City, Mexico",flyweight/flyweight,5 ft 4 in (163 cm),68 in (173 cm),Orthodox,16,15.0,2.0,1.0,,,M,163.0,173.0,Mexico,Mexican,Pisces,flyweight
583,583,Deejay Kriel,1995-06-20,"Johannesburg, South Africa",flyweight/flyweight,5 ft 3 in (160 cm),,Orthodox,21,18.0,8.0,2.0,1.0,,M,160.0,,South Africa,South African,Gemini,flyweight
584,584,Pedro Taduran,1996-10-29,"Libon, Albay, Philippines",flyweight,5 ft 4 in (163 cm),64+1⁄2 in (164 cm),Southpaw,21,16.0,12.0,4.0,1.0,,M,163.0,164.0,Philippines,Filipino,Scorpio,flyweight
585,585,Rene Mark Cuarto,1996-08-04,"Jose Dalman, Zamboanga del Norte, Philippines",flyweight/flyweight,5 ft 2 in (157 cm)[1],,Orthodox,27,21.0,12.0,4.0,2.0,,M,157.0,,Philippines,Filipino,Leo,flyweight
586,586,Daniel Valladares,,,flyweight/flyweight,5 ft 3 in (160 cm),64 in (163 cm),Orthodox,33,27.0,15.0,4.0,1.0,1.0,M,160.0,163.0,,,,flyweight
587,587,Ginjiro Shigeoka,1999-10-18,"Kumamoto, Japan",flyweight,5 ft 0+1⁄2 in (154 cm),60+1⁄2 in (154 cm),Southpaw,11,10.0,8.0,,,1.0,M,154.0,154.0,Japan,Japanese,Libra,flyweight
588,588,Jack Dempsey,1895-06-24,"Manassa, Colorado, U.S.",heavyweight/heavyweight,6 ft 1 in (185 cm),73 in (185 cm),Orthodox,85,68.0,53.0,6.0,9.0,,M,185.0,185.0,USA,American,Cancer,heavyweight
589,589,Jack Sharkey,1902-10-26,"Binghamton, New York",heavyweight,6 ft 0 in (1.83 m),72 in (183 cm),,55,38.0,13.0,14.0,3.0,,M,183.0,183.0,USA,American,Scorpio,heavyweight
590,590,Primo Carnera,1906-10-26,"Sequals, Italy",heavyweight,6 ft 6 in (198 cm),85 in (216 cm),Orthodox,103,89.0,72.0,14.0,,,M,198.0,216.0,Italy,Italian,Scorpio,heavyweight
591,591,James J. Braddock,1905-06-07,"New York City, U.S.",middleweight/heavyweight/heavyweight,6 ft 2 in (1.88 m),75 in (191 cm)[1],,88,52.0,27.0,26.0,7.0,3.0,M,188.0,191.0,USA,American,Gemini,middleweight
592,592,Joe Louis,1914-05-13,"LaFayette, Alabama, U.S.",heavyweight,6 ft 1+1⁄2 in (187 cm)[1],76 in (193 cm),Orthodox,69,66.0,52.0,3.0,,,M,187.0,193.0,USA,American,Taurus,heavyweight
593,593,Ezzard Charles,1921-07-07,"Lawrenceville, Georgia, U.S.",middleweight/heavyweight/heavyweight,6 ft 0 in (183 cm),73 in (185 cm),Orthodox,121,95.0,52.0,25.0,1.0,,M,183.0,185.0,USA,American,Cancer,middleweight
594,594,Jersey Joe Walcott,1914-01-31,"Pennsauken Township, New Jersey, U.S.",heavyweight,6 ft 0 in (183 cm),74 in (188 cm),Orthodox,70,49.0,31.0,20.0,1.0,,M,183.0,188.0,USA,American,Aquarius,heavyweight
595,595,Rocky Marciano,1923-09-01,"Brockton, Massachusetts, U.S.",heavyweight,5 ft 10 in (178 cm)[1][nb 1],67 in (170 cm)[3],Orthodox,49,49.0,43.0,,,,M,178.0,170.0,USA,American,Virgo,heavyweight
596,596,Floyd Patterson,1935-01-04,"Waco, North Carolina, U.S.",heavyweight/heavyweight,6 ft 0 in (183 cm)[1],71 in (180 cm)[2][3],Orthodox,64,55.0,40.0,8.0,1.0,,M,183.0,180.0,USA,American,Capricorn,heavyweight
597,597,Ingemar Johansson,1932-09-22,"Gothenburg, Sweden",heavyweight,183 cm (6 ft 0 in) [1],178 cm (70 in) [1],Orthodox,28,26.0,17.0,2.0,,,M,183.0,177.8,Sweden,Swedish,Virgo,heavyweight
598,598,Sonny Liston,,,heavyweight,6 ft 1 in (185 cm),84 in (213 cm)[1][2][nb 1],Orthodox,54,50.0,39.0,4.0,,,M,185.0,213.0,,,,heavyweight
599,599,Muhammad Ali,1942-01-17,"Louisville, Kentucky, U.S.",heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Orthodox,61,56.0,37.0,5.0,,,M,191.0,198.0,USA,American,Capricorn,heavyweight
600,600,Joe Frazier,1944-01-12,"Beaufort, South Carolina, U.S.",heavyweight,5 ft 11+1⁄4 in (181 cm)[1][2],73+1⁄2 in (187 cm)[1],Orthodox,37,32.0,27.0,4.0,1.0,,M,181.0,187.0,USA,American,Capricorn,heavyweight
601,601,Leon Spinks,1953-07-11,"St. Louis, Missouri, U.S.",cruiserweight/heavyweight,6 ft 1 in (185 cm),76 in (193 cm),Orthodox,46,26.0,14.0,17.0,3.0,,M,185.0,193.0,USA,American,Cancer,cruiserweight
602,602,Vitali Klitschko,1971-07-19,,heavyweight,2.01 m (6 ft 7 in)[3],203 cm (80 in),Orthodox,47,45.0,41.0,2.0,,,M,201.0,203.2,,,Cancer,heavyweight
603,603,Deontay Wilder,1985-10-22,"Tuscaloosa, Alabama, U.S.",heavyweight,6 ft 7 in (201 cm)[1],83 in (211 cm)[1],Orthodox,47,43.0,42.0,3.0,1.0,,M,201.0,211.0,USA,American,Libra,heavyweight
604,604,Carlos de León,1959-05-03,"Trujillo Alto, Puerto Rico",cruiserweight/heavyweight,6 ft 0 in (1.83 m),,Orthodox,61,52.0,32.0,8.0,1.0,,M,183.0,,Puerto Rico,American(Puerto Rican),Taurus,cruiserweight
605,605,Alfonzo Ratliff,1956-02-18,"Clarksdale, Mississippi, U.S.",cruiserweight,6 ft 4 in (193 cm),78 in (198 cm),Orthodox,34,25.0,18.0,9.0,,,M,193.0,198.0,USA,American,Aquarius,cruiserweight
606,606,Bernard Benton,1957-01-06,"Toledo, Ohio, U.S.",cruiserweight/heavyweight,5 ft 11+1⁄2 in (182 cm),,Orthodox,28,21.0,9.0,6.0,1.0,,M,182.0,,USA,American,Capricorn,cruiserweight
607,607,Jean-Marc Mormeck,1972-06-03,"Pointe-à-Pitre,Guadeloupe,France",heavyweight/cruiserweight/heavyweight,1.81 m (5 ft 11 in),188 cm (74 in),Orthodox,43,37.0,23.0,6.0,,,M,181.0,188.0,France,French,Gemini,cruiserweight
608,608,David Haye,1980-10-13,"Bermondsey, London, England",cruiserweight/heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Orthodox,32,28.0,26.0,4.0,,,M,191.0,198.0,England,British,Libra,cruiserweight
609,609,Mike McTigue,1892-11-26,"Kilnamona, County Clare, Ireland, U.K.",heavyweight,,,,174,111.0,52.0,45.0,14.0,4.0,M,175.0,183.0,Ireland,Irish,Sagittarius,heavyweight
610,610,Paul Berlenbach,1901-02-18,"New York, New York, United States",heavyweight,5 ft 10 in (1.78 m),72 in (183 cm),Orthodox,51,40.0,33.0,8.0,3.0,1.0,M,178.0,183.0,USA,American,Aquarius,heavyweight
611,611,Jack Delaney,,,heavyweight/heavyweight,,,,90,73.0,43.0,11.0,2.0,2.0,M,,,,,,heavyweight
612,612,Tommy Loughran,1902-11-29,"Philadelphia, Pennsylvania",heavyweight/heavyweight,5 ft 11+1⁄2 in (1.82 m),73 in (190 cm),,170,124.0,14.0,32.0,13.0,1.0,M,182.0,190.0,USA,American,Sagittarius,heavyweight
613,613,Maxie Rosenbloom,1906-11-06,"Leonard Bridge, Connecticut, U.S.",middleweight/heavyweight/heavyweight,,,Orthodox,298,223.0,19.0,44.0,29.0,2.0,M,,,USA,American,Scorpio,middleweight
614,614,Bob Olin,1908-07-04,"Brooklyn, New York, U.S.",heavyweight,5 ft 10 in (178 cm),72 in (183 cm),Orthodox,86,55.0,25.0,27.0,4.0,,M,178.0,183.0,USA,American,Cancer,heavyweight
615,615,John Henry Lewis,1914-05-01,"Los Angeles, California",heavyweight,5 ft 11 in (1.80 m),71 in (180 cm),,117,101.0,58.0,11.0,5.0,,M,180.0,180.0,USA,American,Taurus,heavyweight
616,616,Billy Conn,1917-10-08,"Pittsburgh, Pennsylvania, U.S.",heavyweight,6 ft 1+1⁄2 in (187 cm),72+1⁄2 in (184 cm),Orthodox,76,64.0,15.0,11.0,1.0,,M,187.0,184.0,USA,American,Libra,heavyweight
617,617,Gus Lesnevich,1915-02-22,"Cliffside Park, New Jersey",heavyweight,5 ft 9 in (1.75 m),Gustav George Lesnevich,Orthodox,80,61.0,23.0,14.0,5.0,,M,175.0,185.5,USA,American,Pisces,heavyweight
618,618,Freddie Mills,1919-06-26,"Bournemouth, Hampshire,[1] England",middleweight/heavyweight/heavyweight,5 ft 10+1⁄2 in (179 cm),72 in (183 cm),,101,77.0,55.0,18.0,6.0,0.0,M,179.0,183.0,England,British,Cancer,middleweight
619,619,Joey Maxim,1922-03-28,"Cleveland, Ohio, U.S.",heavyweight,6 ft 1 in (1.85 m),72+1⁄2 in (184 cm),Orthodox,116,83.0,22.0,29.0,4.0,0.0,M,185.0,184.0,USA,American,Aries,heavyweight
620,620,Archie Moore,1913-12-13,"Benoit, Mississippi, U.S.",middleweight/heavyweight/heavyweight,5 ft 11 in (1.80 m),75 in (191 cm),Orthodox,220,186.0,132.0,23.0,10.0,1.0,M,180.0,191.0,USA,American,Sagittarius,middleweight
621,621,Willie Pastrano,1935-11-27,"New Orleans, Louisiana, U.S.",heavyweight,5 ft 10 in (178 cm),72 in (183 cm),Orthodox,83,62.0,14.0,13.0,8.0,,M,178.0,183.0,USA,American,Sagittarius,heavyweight
622,622,José Torres,1936-05-03,"Ponce, Puerto Rico",heavyweight,,,Orthodox,45,41.0,29.0,3.0,1.0,0.0,M,,,Puerto Rico,American(Puerto Rican),Taurus,heavyweight
623,623,Dick Tiger,1929-08-14,"Amaigbo, Colony of Nigeria",,172 cm (5 ft 8 in),71 in (180 cm),Orthodox,82,60.0,27.0,19.0,3.0,,M,172.0,180.0,Nigeria,Nigerian,Leo,
624,624,Matthew Saad Muhammad,1954-06-16,"Philadelphia, Pennsylvania, U.S.",heavyweight,5 ft 11 in (180 cm),75 in (191 cm),Orthodox,58,39.0,29.0,16.0,3.0,,M,180.0,191.0,USA,American,Gemini,heavyweight
625,625,Dwight Muhammad Qawi,1953-01-05,"Baltimore, Maryland, U.S.",heavyweight/cruiserweight/heavyweight,5 ft 6 1/2 in (169cm)[1],71 in (180 cm),Orthodox,53,41.0,25.0,11.0,1.0,,M,169.0,180.0,USA,American,Capricorn,cruiserweight
626,626,Adonis Stevenson,1977-09-22,"Port-au-Prince, Haiti",middleweight/heavyweight,5 ft 11 in (180 cm),77 in (196 cm),Southpaw,32,29.0,24.0,2.0,1.0,,M,180.0,196.0,Haiti,Haitian,Virgo,middleweight
627,627,Callum Smith,1990-04-23,"Liverpool, England",middleweight/heavyweight,6 ft 3 in (191 cm)[1],78 in (198 cm)[1],Orthodox,31,29.0,21.0,2.0,,,M,191.0,198.0,England,British,Taurus,middleweight
628,628,Harry Greb,1894-06-06,"Pittsburgh, Pennsylvania, U.S.",welterweight/middleweight/heavyweight/heavyweight,5 ft 8 in (1.73 m),71 in (180 cm),Orthodox,299,261.0,49.0,16.0,19.0,1.0,M,173.0,180.0,USA,American,Gemini,welterweight
629,629,Tiger Flowers,1895-02-14,"Camilla, Georgia",middleweight,,,,160,135.0,55.0,17.0,8.0,,M,,,Georgia,Georgian,Aquarius,middleweight
630,630,Marcel Thil,,,middleweight,,,,136,106.0,49.0,20.0,10.0,0.0,M,,,,,,middleweight
631,631,Freddie Steele,1912-12-18,"Seattle, Washington",middleweight,5 ft 10 in (1.78 m),72 in (183 cm),,142,125.0,60.0,5.0,11.0,1.0,M,178.0,183.0,USA,American,Sagittarius,middleweight
632,632,Tony Zale,1913-05-29,"Gary, Indiana, U.S.",middleweight,5 ft 9 in (1.75 m),69 in (175 cm),Orthodox,87,67.0,45.0,18.0,2.0,,M,175.0,175.0,USA,American,Gemini,middleweight
633,633,Rocky Graziano,1919-01-01,"New York City, U.S.",welterweight/middleweight,5 ft 7 in (1.70 m),68+1⁄2 in (174 cm),Orthodox,83,67.0,52.0,10.0,6.0,,M,170.0,174.0,USA,American,Capricorn,welterweight
634,634,Marcel Cerdan,,,middleweight,,,,114,110.0,65.0,4.0,,,M,,,,,,middleweight
635,635,Jake LaMotta,1922-07-10,"New York City, U.S.",middleweight/heavyweight,5 ft 8 in (173 cm)[1],67 in (170 cm)[1],Orthodox,106,83.0,30.0,19.0,4.0,,M,173.0,170.0,USA,American,Cancer,middleweight
636,636,Sugar Ray Robinson,1921-05-03,"Ailey, Georgia, U.S.",lightweight/welterweight/middleweight/heavyweight,5 ft 11 in (180 cm),72+1⁄2 in (184 cm),Orthodox,201,174.0,109.0,19.0,6.0,2.0,M,180.0,184.0,USA,American,Taurus,lightweight
637,637,Randy Turpin,1928-06-07,"Leamington Spa, Warwickshire, England",middleweight/heavyweight,5 ft 9+1⁄2 in (1.77 m),74+1⁄2 in (189 cm),Orthodox,75,66.0,45.0,8.0,1.0,0.0,M,177.0,189.0,England,British,Gemini,middleweight
638,638,Gene Fullmer,1931-07-21,"West Jordan, Utah, U.S.",middleweight,5 ft 7 in (1.70 m),69 in (175 cm),Orthodox,64,55.0,24.0,6.0,3.0,,M,170.0,175.0,USA,American,Cancer,middleweight
639,639,Carmen Basilio,1927-04-02,"Canastota, New York, U.S.",welterweight/middleweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,79,56.0,27.0,16.0,7.0,,M,169.0,,USA,American,Aries,welterweight
640,640,Paul Pender,1930-06-20,,middleweight,5'10',72,,48,40.0,20.0,6.0,2.0,0.0,M,178.0,183.0,USA,American,Gemini,middleweight
641,641,Terry Downes,1936-05-09,"Paddington, London, England",middleweight/heavyweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,44,35.0,28.0,9.0,0.0,,M,175.0,175.0,England,British,Taurus,middleweight
642,642,Joey Giardello,,,middleweight,,,Orthodox,133,98.0,31.0,26.0,8.0,1.0,M,,,,,,middleweight
643,643,Emile Griffith,,,,5 ft 6.5 in (169 cm),,Orthodox,112,85.0,23.0,24.0,2.0,1.0,M,169.0,,,,,
644,644,Nino Benvenuti,1938-04-26,"Isola d'Istria, Kingdom of Italy(now Izola, Slovenia)",,1.77 m (5 ft 10 in),,Orthodox,90,82.0,35.0,7.0,1.0,,M,177.0,,Slovenia,Slovenian,Taurus,
645,645,Carlos Monzón,1942-08-07,"San Javier, Argentina",middleweight,5 ft 11+1⁄2 in (182 cm),76 in (193 cm),Orthodox,100,87.0,59.0,3.0,9.0,1.0,M,182.0,193.0,Argentina,Argentine,Leo,middleweight
646,646,Rodrigo Valdez,1946-02-22,"Cartagena, Colombia",middleweight,5 ft 8 in (173 cm),70 in (178 cm),Orthodox,73,63.0,43.0,8.0,2.0,,M,173.0,178.0,Colombia,Colombian,Pisces,middleweight
647,647,Hugo Corro,1953-11-05,"San Carlos, Mendoza, Argentina",middleweight,5 ft 8 in (173 cm),67+1⁄2 in (171 cm),Orthodox,59,50.0,26.0,7.0,2.0,,M,173.0,171.0,Argentina,Argentine,Scorpio,middleweight
648,648,Vito Antuofermo,1953-02-09,"Palo del Colle, Italy",middleweight/middleweight,5 ft 7+1⁄2 in (171 cm),69 in (175 cm),Orthodox,59,50.0,21.0,7.0,2.0,,M,171.0,175.0,Italy,Italian,Aquarius,middleweight
649,649,Alan Minter,1951-08-17,"Penge, Bromley, London, England",middleweight,5’10”,71 in (180 cm),Southpaw,49,39.0,23.0,9.0,,1.0,M,178.0,180.0,England,British,Leo,middleweight
650,650,Sugar Ray Leonard,1956-05-17,"Wilmington, North Carolina, U.S.[2]",welterweight/middleweight/middleweight/middleweight/heavyweight,5 ft 10 in (178 cm)[1],74 in (188 cm)[1],Orthodox,40,36.0,25.0,3.0,1.0,,M,178.0,188.0,USA,American,Taurus,welterweight
651,651,Sumbu Kalambay,1956-04-10,"Élisabethville, Belgian Congo",middleweight,5 ft 9 in (175 cm),72 in (183 cm),Orthodox,64,57.0,33.0,6.0,1.0,,M,175.0,183.0,Congo,Congolese,Aries,middleweight
652,652,Kelly Pavlik,1982-04-05,"Youngstown, Ohio, U.S.",middleweight,6 ft 2.5 in (189 cm)[1],75 in (191 cm),Orthodox,42,40.0,34.0,2.0,,,M,189.0,191.0,USA,American,Aries,middleweight
653,653,Miguel Cotto,1980-10-29,"Providence, Rhode Island, U.S.",welterweight/welterweight/middleweight/middleweight,5 ft 8 in (173 cm)[1],67 in (170 cm)[2],Orthodox,47,41.0,33.0,6.0,,,M,173.0,170.0,USA,American,Scorpio,welterweight
654,654,Oscar Albarado,1948-09-15,"Pecos, Texas, U.S.",middleweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Orthodox,71,57.0,43.0,13.0,1.0,,M,169.0,173.0,USA,American,Virgo,middleweight
655,655,Koichi Wajima,1943-04-21,"Shibetsu, Hokkaidō[1]",middleweight,5 ft 7+1⁄2 in (171 cm)[1],,Orthodox,38,31.0,25.0,6.0,1.0,,M,171.0,,Japan,Japanese,Taurus,middleweight
656,656,Yuh Jae-Doo,1948-04-25,"Seoul, South Korea",middleweight/middleweight,5 ft 9 in (175 cm),,,55,50.0,29.0,3.0,2.0,,M,175.0,,South Korea,South Korean,Taurus,middleweight
657,657,Miguel Angel Castellini,1947-01-26,"Santa Rosa, La Pampa, Argentina",middleweight,5 ft 11+3⁄4 in (182 cm),,Orthodox,94,74.0,51.0,8.0,12.0,,M,182.0,,Argentina,Argentine,Aquarius,middleweight
658,658,Eddie Gazo,1950-09-12,"San Lorenzo, Nicaragua",middleweight,5 ft 6+1⁄2 in (169 cm),69 in (175 cm),Orthodox,54,40.0,22.0,12.0,2.0,,M,169.0,175.0,Nicaragua,Nicaraguan,Virgo,middleweight
659,659,Ayub Kalule,1954-01-06,"Kampala, Protectorate of Uganda",middleweight/middleweight,5 ft 9 in (175 cm),73 in (185 cm),Southpaw,50,46.0,23.0,4.0,,,M,175.0,185.0,Uganda,Ugandan,Capricorn,middleweight
660,660,Pete Latzo,1902-08-01,"Colerain, Pennsylvania",welterweight,5 ft 7+1⁄2 in (1.71 m),68 in (173 cm),,146,93.0,25.0,39.0,12.0,2.0,M,171.0,173.0,USA,American,Leo,welterweight
661,661,Joe Dundee,1903-08-06,"Palermo, Sicily, Italy",welterweight,5 ft 7 in (1.70 m),,,129,92.0,25.0,23.0,12.0,2.0,M,170.0,,Italy,Italian,Leo,welterweight
662,662,Jackie Fields,1908-02-09,"Chicago, Illinois, U.S.",welterweight,5 ft 7+1⁄2 in (171 cm),69 in (175 cm),,84,72.0,31.0,9.0,2.0,1.0,M,171.0,175.0,USA,American,Aquarius,welterweight
663,663,Lou Brouillard,1911-05-23,"Saint-Eugène, Quebec",welterweight/middleweight,5 ft 7 in (1.70 m),72 in (183 cm),,141,109.0,67.0,29.0,3.0,20.0,M,170.0,183.0,Canada,Canadian,Gemini,welterweight
664,664,Young Corbett III,,,welterweight/middleweight,5 ft 7+1⁄2 in (171 cm),67 in (170 cm),Southpaw,155,123.0,33.0,12.0,20.0,,M,171.0,170.0,,,,welterweight
665,665,Jimmy McLarnin,1907-12-19,"Hillsborough, Ireland, U.K.(nowadays Royal Hillsborough, Northern Ireland, U.K.)[3]",flyweight/bantamweight/lightweight/welterweight,5 ft 6 in (1.68 m),67 in (170 cm),,69,55.0,21.0,11.0,3.0,,M,168.0,170.0,Ireland,Irish,Sagittarius,flyweight
666,666,Barney Ross,1909-12-23,"New York City, U.S.",lightweight/welterweight/welterweight,5 ft 7 in (1.70 m),67 in (170 cm),Orthodox,81,74.0,22.0,4.0,3.0,,M,170.0,170.0,USA,American,Capricorn,lightweight
667,667,Henry Armstrong,1912-12-12,"Columbus, Mississippi, U.S.",featherweight/lightweight/welterweight/middleweight,5 ft 5+1⁄2 in (166 cm),67 in (170 cm),Orthodox,181,151.0,101.0,21.0,9.0,,M,166.0,170.0,USA,American,Sagittarius,featherweight
